CustomerID,ProductID,Quantity,Price,TransactionDate,TotalPrice
289,18,2,8.8,2023-10-25,17.6
962,9,2,10.0,2023-08-08,20.0
266,18,4,8.8,2023-11-12,35.2
698,22,1,5.05,2023-03-27,5.05
640,3,3,9.48,2023-09-09,28.44
545,48,4,2.48,2023-12-20,9.92
544,49,4,3.52,2023-08-23,14.08
715,49,4,3.52,2023-01-02,14.08
245,42,3,3.68,2023-01-20,11.040000000000001
152,30,2,8.08,2023-05-13,16.16
676,26,1,2.12,2023-09-23,2.12
511,20,3,5.97,2023-10-11,17.91
460,33,4,9.5,2023-12-02,38.0
883,13,3,2.86,2023-07-13,8.58
184,50,4,7.57,2023-12-22,30.28
29,48,1,2.48,2023-01-01,2.48
803,39,4,6.7,2023-12-03,26.8
129,45,4,3.27,2023-03-14,13.08
129,18,3,8.8,2023-10-01,26.400000000000002
933,30,3,8.08,2023-08-19,24.240000000000002
54,5,2,6.12,2023-08-01,12.24
902,23,3,9.75,2023-09-09,29.25
551,15,4,6.55,2023-02-20,26.2
489,37,3,7.58,2023-09-14,22.740000000000002
757,50,2,7.57,2023-10-07,15.14
274,17,1,2.87,2023-02-15,2.87
336,16,2,2.77,2023-12-04,5.54
389,32,4,2.35,2023-04-24,9.4
618,18,3,8.8,2023-07-20,26.400000000000002
43,1,3,2.48,2023-01-10,7.4399999999999995
443,16,4,2.77,2023-12-14,11.08
544,3,3,9.48,2023-11-26,28.44
889,30,1,8.08,2023-06-28,8.08
258,40,1,3.92,2023-10-15,3.92
322,46,1,7.83,2023-08-26,7.83
1000,35,2,5.0,2023-07-18,10.0
938,14,2,3.63,2023-05-08,7.26
58,31,3,8.03,2023-07-18,24.089999999999996
292,4,1,8.99,2023-04-12,8.99
871,34,4,3.58,2023-02-21,14.32
120,36,3,8.82,2023-11-02,26.46
780,20,2,5.97,2023-12-18,11.94
431,5,4,6.12,2023-02-18,24.48
83,12,3,3.08,2023-07-26,9.24
92,38,1,8.12,2023-10-21,8.12
897,15,2,6.55,2023-08-05,13.1
399,48,3,2.48,2023-02-13,7.4399999999999995
612,13,3,2.86,2023-07-06,8.58
566,39,2,6.7,2023-01-31,13.4
909,43,1,2.36,2023-03-22,2.36
634,50,4,7.57,2023-05-30,30.28
939,29,3,9.91,2023-05-15,29.73
85,21,3,3.98,2023-09-11,11.94
204,33,4,9.5,2023-03-10,38.0
325,44,2,2.1,2023-06-08,4.2
775,7,4,7.81,2023-12-10,31.24
965,15,3,6.55,2023-07-02,19.65
48,49,3,3.52,2023-07-08,10.56
640,38,4,8.12,2023-07-13,32.48
132,46,2,7.83,2023-10-24,15.66
973,3,4,9.48,2023-11-26,37.92
869,10,1,2.62,2023-10-23,2.62
181,28,4,8.47,2023-08-26,33.88
847,48,1,2.48,2023-10-12,2.48
144,30,3,8.08,2023-01-17,24.240000000000002
661,35,4,5.0,2023-01-21,20.0
228,6,3,9.33,2023-09-18,27.990000000000002
955,25,3,8.13,2023-11-12,24.39
792,43,3,2.36,2023-08-22,7.08
720,46,4,7.83,2023-04-21,31.32
910,11,4,6.24,2023-12-22,24.96
374,46,1,7.83,2023-11-29,7.83
854,13,4,2.86,2023-07-26,11.44
561,5,4,6.12,2023-06-28,24.48
306,34,2,3.58,2023-12-21,7.16
582,37,2,7.58,2023-07-15,15.16
170,37,4,7.58,2023-02-20,30.32
676,30,1,8.08,2023-03-18,8.08
449,39,2,6.7,2023-07-12,13.4
96,11,1,6.24,2023-01-27,6.24
198,43,1,2.36,2023-03-29,2.36
607,36,1,8.82,2023-01-15,8.82
257,35,2,5.0,2023-10-09,10.0
882,13,4,2.86,2023-03-21,11.44
691,22,4,5.05,2023-03-14,20.2
293,7,1,7.81,2023-06-05,7.81
931,32,3,2.35,2023-06-13,7.050000000000001
817,13,1,2.86,2023-10-07,2.86
862,43,2,2.36,2023-07-23,4.72
388,3,1,9.48,2023-04-18,9.48
611,24,2,9.19,2023-09-16,18.38
555,25,3,8.13,2023-06-30,24.39
974,11,3,6.24,2023-10-01,18.72
369,50,3,7.57,2023-08-17,22.71
1000,12,2,3.08,2023-06-17,6.16
918,41,3,9.52,2023-04-08,28.56
202,5,3,6.12,2023-06-09,18.36
384,35,4,5.0,2023-01-29,20.0
513,18,1,8.8,2023-05-04,8.8
907,5,2,6.12,2023-07-08,12.24
371,27,2,6.38,2023-08-24,12.76
556,41,2,9.52,2023-11-14,19.04
955,8,2,5.56,2023-10-12,11.12
384,3,3,9.48,2023-06-05,28.44
24,35,2,5.0,2023-03-29,10.0
700,34,2,3.58,2023-08-01,7.16
131,44,3,2.1,2023-04-10,6.300000000000001
378,21,3,3.98,2023-09-08,11.94
99,30,2,8.08,2023-08-13,16.16
575,45,2,3.27,2023-09-17,6.54
932,3,4,9.48,2023-07-24,37.92
735,15,4,6.55,2023-04-30,26.2
124,50,1,7.57,2023-06-11,7.57
964,11,4,6.24,2023-11-12,24.96
595,13,3,2.86,2023-03-04,8.58
943,27,3,6.38,2023-01-29,19.14
740,47,3,2.43,2023-04-26,7.290000000000001
149,40,3,3.92,2023-12-04,11.76
210,49,3,3.52,2023-08-06,10.56
563,15,1,6.55,2023-07-06,6.55
412,31,1,8.03,2023-01-27,8.03
783,4,2,8.99,2023-03-08,17.98
42,15,4,6.55,2023-11-11,26.2
59,43,1,2.36,2023-05-28,2.36
706,50,4,7.57,2023-12-19,30.28
37,22,1,5.05,2023-08-06,5.05
779,37,3,7.58,2023-01-13,22.740000000000002
87,6,1,9.33,2023-11-21,9.33
44,41,2,9.52,2023-01-06,19.04
873,50,4,7.57,2023-02-24,30.28
12,45,2,3.27,2023-02-20,6.54
771,17,4,2.87,2023-11-14,11.48
308,8,2,5.56,2023-06-05,11.12
81,21,3,3.98,2023-07-12,11.94
33,20,2,5.97,2023-04-09,11.94
183,3,2,9.48,2023-10-30,18.96
129,33,1,9.5,2023-10-19,9.5
807,36,3,8.82,2023-06-15,26.46
276,19,2,5.35,2023-01-02,10.7
175,48,2,2.48,2023-12-20,4.96
555,18,4,8.8,2023-01-25,35.2
372,3,3,9.48,2023-06-01,28.44
185,10,3,2.62,2023-12-20,7.86
445,43,1,2.36,2023-05-17,2.36
489,7,2,7.81,2023-07-08,15.62
590,22,2,5.05,2023-06-09,10.1
287,50,4,7.57,2023-10-27,30.28
281,46,2,7.83,2023-08-10,15.66
638,8,3,5.56,2023-01-30,16.68
771,22,1,5.05,2023-04-16,5.05
516,10,2,2.62,2023-01-03,5.24
95,48,3,2.48,2023-05-15,7.4399999999999995
227,26,1,2.12,2023-09-21,2.12
876,19,3,5.35,2023-02-21,16.049999999999997
270,8,2,5.56,2023-03-28,11.12
881,15,4,6.55,2023-04-15,26.2
297,5,3,6.12,2023-04-18,18.36
329,50,2,7.57,2023-09-20,15.14
20,29,2,9.91,2023-03-12,19.82
608,20,1,5.97,2023-03-08,5.97
841,10,3,2.62,2023-07-03,7.86
411,28,2,8.47,2023-09-30,16.94
451,21,3,3.98,2023-09-16,11.94
249,3,3,9.48,2023-01-24,28.44
181,14,1,3.63,2023-04-06,3.63
324,33,2,9.5,2023-09-03,19.0
830,16,1,2.77,2023-09-19,2.77
783,6,4,9.33,2023-04-05,37.32
865,13,3,2.86,2023-01-10,8.58
261,43,2,2.36,2023-09-13,4.72
964,38,1,8.12,2023-11-03,8.12
750,6,3,9.33,2023-04-29,27.990000000000002
140,49,4,3.52,2023-08-26,14.08
599,31,1,8.03,2023-11-27,8.03
462,8,4,5.56,2023-07-13,22.24
890,21,2,3.98,2023-09-10,7.96
622,20,1,5.97,2023-07-14,5.97
844,35,1,5.0,2023-11-04,5.0
697,27,4,6.38,2023-07-12,25.52
529,40,4,3.92,2023-04-15,15.68
153,12,1,3.08,2023-09-15,3.08
926,19,3,5.35,2023-03-15,16.049999999999997
150,18,1,8.8,2023-05-28,8.8
111,1,4,2.48,2023-04-19,9.92
26,47,3,2.43,2023-07-18,7.290000000000001
465,5,3,6.12,2023-07-22,18.36
957,17,1,2.87,2023-03-28,2.87
890,43,2,2.36,2023-06-10,4.72
887,26,2,2.12,2023-11-29,4.24
118,34,2,3.58,2023-03-13,7.16
446,29,4,9.91,2023-11-24,39.64
596,47,2,2.43,2023-11-25,4.86
674,35,4,5.0,2023-09-17,20.0
873,18,1,8.8,2023-06-27,8.8
929,8,1,5.56,2023-01-01,5.56
229,44,3,2.1,2023-12-05,6.300000000000001
508,1,4,2.48,2023-07-28,9.92
764,50,4,7.57,2023-10-02,30.28
122,9,3,10.0,2023-09-14,30.0
327,21,4,3.98,2023-10-11,15.92
470,2,4,8.44,2023-08-01,33.76
288,38,4,8.12,2023-02-22,32.48
526,28,3,8.47,2023-01-20,25.410000000000004
840,44,4,2.1,2023-12-06,8.4
697,16,3,2.77,2023-12-05,8.31
153,10,4,2.62,2023-11-22,10.48
592,25,2,8.13,2023-05-11,16.26
42,9,4,10.0,2023-01-22,40.0
275,45,4,3.27,2023-04-14,13.08
553,26,1,2.12,2023-10-18,2.12
439,36,2,8.82,2023-10-26,17.64
208,47,4,2.43,2023-01-26,9.72
780,28,2,8.47,2023-12-21,16.94
167,35,3,5.0,2023-08-08,15.0
112,46,4,7.83,2023-09-12,31.32
350,2,3,8.44,2023-03-05,25.32
130,9,2,10.0,2023-02-08,20.0
736,16,4,2.77,2023-06-03,11.08
887,25,4,8.13,2023-12-30,32.52
813,9,4,10.0,2023-07-25,40.0
217,18,3,8.8,2023-10-30,26.400000000000002
382,40,4,3.92,2023-04-06,15.68
25,21,4,3.98,2023-02-19,15.92
68,7,2,7.81,2023-11-28,15.62
979,37,3,7.58,2023-09-01,22.740000000000002
772,47,3,2.43,2023-11-30,7.290000000000001
235,19,3,5.35,2023-11-15,16.049999999999997
717,27,1,6.38,2023-02-09,6.38
999,49,4,3.52,2023-05-11,14.08
292,16,1,2.77,2023-05-12,2.77
727,8,3,5.56,2023-01-29,16.68
702,2,4,8.44,2023-09-20,33.76
710,29,2,9.91,2023-09-27,19.82
728,17,2,2.87,2023-02-20,5.74
556,30,1,8.08,2023-12-19,8.08
33,13,1,2.86,2023-02-21,2.86
12,34,1,3.58,2023-08-02,3.58
617,2,4,8.44,2023-12-05,33.76
213,30,4,8.08,2023-04-03,32.32
139,47,1,2.43,2023-02-11,2.43
695,31,3,8.03,2023-07-25,24.089999999999996
422,18,4,8.8,2023-02-14,35.2
638,50,3,7.57,2023-02-07,22.71
669,6,4,9.33,2023-01-23,37.32
624,22,4,5.05,2023-03-06,20.2
489,6,2,9.33,2023-02-04,18.66
771,25,1,8.13,2023-03-11,8.13
540,42,4,3.68,2023-04-15,14.72
980,16,2,2.77,2023-01-29,5.54
218,40,3,3.92,2023-01-20,11.76
664,44,3,2.1,2023-05-30,6.300000000000001
822,41,2,9.52,2023-04-23,19.04
308,46,3,7.83,2023-10-27,23.490000000000002
175,24,4,9.19,2023-01-06,36.76
149,48,1,2.48,2023-01-17,2.48
950,22,2,5.05,2023-10-11,10.1
542,43,4,2.36,2023-10-24,9.44
580,23,4,9.75,2023-07-23,39.0
548,41,4,9.52,2023-10-08,38.08
808,33,1,9.5,2023-06-23,9.5
394,10,1,2.62,2023-12-31,2.62
74,41,1,9.52,2023-06-24,9.52
298,29,2,9.91,2023-02-17,19.82
920,48,1,2.48,2023-08-28,2.48
900,46,3,7.83,2023-05-02,23.490000000000002
815,29,1,9.91,2023-04-27,9.91
731,11,4,6.24,2023-12-25,24.96
947,22,4,5.05,2023-09-23,20.2
877,12,3,3.08,2023-12-30,9.24
772,20,1,5.97,2023-04-12,5.97
800,16,4,2.77,2023-03-22,11.08
778,10,1,2.62,2023-09-22,2.62
395,25,4,8.13,2023-04-15,32.52
540,50,3,7.57,2023-09-08,22.71
430,20,1,5.97,2023-03-01,5.97
200,15,2,6.55,2023-07-24,13.1
424,37,1,7.58,2023-06-03,7.58
62,32,1,2.35,2023-11-20,2.35
342,7,2,7.81,2023-01-30,15.62
866,38,1,8.12,2023-06-24,8.12
45,30,4,8.08,2023-07-24,32.32
803,37,2,7.58,2023-07-21,15.16
931,38,1,8.12,2023-11-04,8.12
89,46,3,7.83,2023-11-02,23.490000000000002
34,29,4,9.91,2023-02-27,39.64
646,17,2,2.87,2023-08-05,5.74
233,6,3,9.33,2023-04-04,27.990000000000002
768,19,3,5.35,2023-11-07,16.049999999999997
37,50,2,7.57,2023-11-06,15.14
769,18,1,8.8,2023-04-05,8.8
460,34,3,3.58,2023-08-11,10.74
291,27,1,6.38,2023-01-19,6.38
198,24,3,9.19,2023-07-25,27.57
895,43,3,2.36,2023-04-18,7.08
950,17,4,2.87,2023-01-15,11.48
255,22,4,5.05,2023-05-17,20.2
81,46,3,7.83,2023-01-05,23.490000000000002
447,45,2,3.27,2023-11-30,6.54
137,22,2,5.05,2023-08-07,10.1
190,48,1,2.48,2023-02-27,2.48
130,27,1,6.38,2023-04-05,6.38
210,47,3,2.43,2023-09-28,7.290000000000001
369,44,4,2.1,2023-08-14,8.4
292,27,4,6.38,2023-10-06,25.52
377,5,1,6.12,2023-04-08,6.12
348,39,3,6.7,2023-11-11,20.1
169,14,3,3.63,2023-09-12,10.89
885,10,2,2.62,2023-04-20,5.24
805,7,2,7.81,2023-10-23,15.62
177,36,4,8.82,2023-01-29,35.28
538,13,3,2.86,2023-12-18,8.58
324,6,3,9.33,2023-08-26,27.990000000000002
872,32,4,2.35,2023-02-23,9.4
509,29,2,9.91,2023-12-22,19.82
804,19,1,5.35,2023-07-02,5.35
115,26,4,2.12,2023-11-17,8.48
799,29,4,9.91,2023-06-19,39.64
30,36,2,8.82,2023-04-10,17.64
754,45,1,3.27,2023-10-24,3.27
290,16,4,2.77,2023-09-20,11.08
147,32,2,2.35,2023-05-26,4.7
274,48,3,2.48,2023-08-14,7.4399999999999995
222,36,4,8.82,2023-12-31,35.28
341,29,3,9.91,2023-03-03,29.73
510,32,2,2.35,2023-03-01,4.7
515,12,1,3.08,2023-08-20,3.08
70,26,4,2.12,2023-02-26,8.48
358,19,3,5.35,2023-07-16,16.049999999999997
909,33,4,9.5,2023-11-10,38.0
557,36,2,8.82,2023-04-28,17.64
886,27,2,6.38,2023-06-19,12.76
766,31,1,8.03,2023-11-10,8.03
323,5,2,6.12,2023-12-19,12.24
624,44,4,2.1,2023-10-01,8.4
92,15,1,6.55,2023-01-10,6.55
342,6,2,9.33,2023-02-19,18.66
424,33,4,9.5,2023-07-31,38.0
552,1,3,2.48,2023-04-20,7.4399999999999995
972,47,1,2.43,2023-11-26,2.43
663,5,1,6.12,2023-05-20,6.12
415,22,2,5.05,2023-10-10,10.1
658,21,3,3.98,2023-05-31,11.94
711,48,2,2.48,2023-07-20,4.96
968,40,2,3.92,2023-04-15,7.84
275,15,2,6.55,2023-02-23,13.1
861,6,3,9.33,2023-07-14,27.990000000000002
44,13,1,2.86,2023-05-24,2.86
84,49,4,3.52,2023-06-24,14.08
434,4,3,8.99,2023-01-30,26.97
810,30,4,8.08,2023-07-07,32.32
94,34,3,3.58,2023-10-01,10.74
175,49,4,3.52,2023-08-30,14.08
406,38,2,8.12,2023-10-30,16.24
202,19,4,5.35,2023-06-17,21.4
858,10,3,2.62,2023-07-08,7.86
499,37,4,7.58,2023-05-16,30.32
481,49,4,3.52,2023-07-17,14.08
988,4,1,8.99,2023-09-08,8.99
330,49,4,3.52,2023-01-18,14.08
541,6,1,9.33,2023-09-22,9.33
210,9,4,10.0,2023-08-29,40.0
618,10,4,2.62,2023-05-19,10.48
955,18,4,8.8,2023-12-21,35.2
897,43,3,2.36,2023-08-25,7.08
983,39,3,6.7,2023-03-03,20.1
576,48,2,2.48,2023-05-14,4.96
17,24,2,9.19,2023-01-30,18.38
107,45,3,3.27,2023-02-25,9.81
165,4,4,8.99,2023-05-10,35.96
607,40,4,3.92,2023-04-14,15.68
537,4,4,8.99,2023-06-08,35.96
629,44,3,2.1,2023-03-20,6.300000000000001
192,6,2,9.33,2023-09-22,18.66
196,45,4,3.27,2023-08-21,13.08
308,12,2,3.08,2023-04-04,6.16
137,42,3,3.68,2023-05-11,11.040000000000001
953,44,4,2.1,2023-09-09,8.4
860,37,2,7.58,2023-06-02,15.16
94,16,1,2.77,2023-10-26,2.77
892,31,2,8.03,2023-07-14,16.06
751,1,3,2.48,2023-08-04,7.4399999999999995
88,17,3,2.87,2023-04-13,8.61
161,34,1,3.58,2023-11-25,3.58
148,46,4,7.83,2023-05-05,31.32
585,44,3,2.1,2023-04-09,6.300000000000001
456,8,1,5.56,2023-11-26,5.56
88,18,3,8.8,2023-01-31,26.400000000000002
14,38,4,8.12,2023-01-03,32.48
315,42,2,3.68,2023-01-14,7.36
594,39,1,6.7,2023-03-10,6.7
121,36,4,8.82,2023-06-22,35.28
885,50,3,7.57,2023-05-19,22.71
952,18,1,8.8,2023-11-20,8.8
833,16,4,2.77,2023-07-20,11.08
716,43,1,2.36,2023-01-10,2.36
733,26,4,2.12,2023-09-03,8.48
933,9,2,10.0,2023-05-19,20.0
282,46,3,7.83,2023-06-28,23.490000000000002
801,46,3,7.83,2023-02-22,23.490000000000002
427,16,2,2.77,2023-06-15,5.54
783,48,1,2.48,2023-03-06,2.48
471,44,2,2.1,2023-01-26,4.2
285,37,2,7.58,2023-05-17,15.16
277,36,3,8.82,2023-08-19,26.46
979,35,2,5.0,2023-09-20,10.0
325,45,3,3.27,2023-12-01,9.81
535,2,1,8.44,2023-09-08,8.44
228,36,3,8.82,2023-11-02,26.46
891,29,2,9.91,2023-07-25,19.82
596,28,1,8.47,2023-07-28,8.47
648,42,4,3.68,2023-12-16,14.72
969,3,2,9.48,2023-07-13,18.96
574,15,4,6.55,2023-02-26,26.2
654,25,3,8.13,2023-09-20,24.39
518,25,1,8.13,2023-04-25,8.13
257,43,2,2.36,2023-09-06,4.72
137,20,4,5.97,2023-10-29,23.88
208,6,2,9.33,2023-06-17,18.66
464,36,3,8.82,2023-08-06,26.46
950,36,2,8.82,2023-07-24,17.64
140,34,4,3.58,2023-05-06,14.32
5,27,2,6.38,2023-07-13,12.76
424,13,1,2.86,2023-10-21,2.86
349,27,4,6.38,2023-11-15,25.52
942,47,1,2.43,2023-12-16,2.43
283,16,3,2.77,2023-07-07,8.31
587,41,3,9.52,2023-04-05,28.56
821,38,3,8.12,2023-07-25,24.36
434,16,3,2.77,2023-08-28,8.31
220,36,1,8.82,2023-01-16,8.82
820,22,3,5.05,2023-02-20,15.149999999999999
740,30,4,8.08,2023-11-14,32.32
874,23,4,9.75,2023-06-02,39.0
787,46,1,7.83,2023-10-16,7.83
374,39,3,6.7,2023-06-23,20.1
291,4,3,8.99,2023-11-23,26.97
564,26,3,2.12,2023-05-31,6.36
671,16,1,2.77,2023-10-02,2.77
438,26,2,2.12,2023-12-03,4.24
827,4,3,8.99,2023-11-12,26.97
940,46,3,7.83,2023-11-13,23.490000000000002
824,21,1,3.98,2023-01-11,3.98
509,45,2,3.27,2023-12-03,6.54
787,24,4,9.19,2023-02-14,36.76
942,4,3,8.99,2023-07-11,26.97
856,24,2,9.19,2023-04-10,18.38
450,34,3,3.58,2023-08-03,10.74
327,4,3,8.99,2023-11-26,26.97
491,10,1,2.62,2023-11-26,2.62
54,31,2,8.03,2023-09-13,16.06
817,16,3,2.77,2023-11-08,8.31
95,1,1,2.48,2023-12-27,2.48
60,16,1,2.77,2023-11-04,2.77
337,40,3,3.92,2023-01-22,11.76
667,27,1,6.38,2023-04-21,6.38
637,25,1,8.13,2023-04-09,8.13
164,48,3,2.48,2023-08-05,7.4399999999999995
571,27,1,6.38,2023-02-08,6.38
946,3,3,9.48,2023-08-10,28.44
107,10,3,2.62,2023-10-27,7.86
202,35,4,5.0,2023-12-17,20.0
301,33,1,9.5,2023-11-26,9.5
782,13,3,2.86,2023-05-20,8.58
890,22,3,5.05,2023-01-27,15.149999999999999
839,3,4,9.48,2023-04-11,37.92
551,30,1,8.08,2023-12-31,8.08
680,9,3,10.0,2023-04-30,30.0
649,21,1,3.98,2023-10-22,3.98
14,33,4,9.5,2023-09-04,38.0
904,29,1,9.91,2023-12-03,9.91
721,36,4,8.82,2023-09-15,35.28
535,1,2,2.48,2023-10-21,4.96
505,47,1,2.43,2023-03-09,2.43
848,11,3,6.24,2023-02-19,18.72
986,4,3,8.99,2023-04-17,26.97
777,47,4,2.43,2023-12-10,9.72
740,2,2,8.44,2023-11-06,16.88
775,26,1,2.12,2023-04-16,2.12
210,13,3,2.86,2023-01-26,8.58
456,11,2,6.24,2023-09-26,12.48
469,49,4,3.52,2023-04-25,14.08
474,23,4,9.75,2023-12-16,39.0
963,46,3,7.83,2023-12-05,23.490000000000002
573,30,3,8.08,2023-07-24,24.240000000000002
401,11,3,6.24,2023-08-13,18.72
57,48,3,2.48,2023-03-14,7.4399999999999995
883,4,3,8.99,2023-08-08,26.97
750,33,2,9.5,2023-06-26,19.0
664,37,4,7.58,2023-01-30,30.32
281,10,4,2.62,2023-01-17,10.48
5,34,2,3.58,2023-03-29,7.16
613,36,3,8.82,2023-04-30,26.46
306,42,3,3.68,2023-02-19,11.040000000000001
344,6,4,9.33,2023-07-20,37.32
543,31,3,8.03,2023-12-24,24.089999999999996
567,44,4,2.1,2023-09-30,8.4
154,34,1,3.58,2023-02-10,3.58
789,6,1,9.33,2023-04-08,9.33
354,29,1,9.91,2023-04-18,9.91
358,10,4,2.62,2023-02-13,10.48
698,38,2,8.12,2023-04-02,16.24
408,44,1,2.1,2023-06-12,2.1
412,46,3,7.83,2023-05-21,23.490000000000002
30,31,3,8.03,2023-03-15,24.089999999999996
930,32,4,2.35,2023-12-24,9.4
372,2,4,8.44,2023-05-05,33.76
822,19,2,5.35,2023-04-07,10.7
632,4,4,8.99,2023-04-04,35.96
948,6,3,9.33,2023-09-10,27.990000000000002
855,18,3,8.8,2023-03-22,26.400000000000002
503,39,3,6.7,2023-04-01,20.1
8,28,4,8.47,2023-03-15,33.88
618,43,3,2.36,2023-03-17,7.08
138,8,1,5.56,2023-03-13,5.56
695,44,1,2.1,2023-04-28,2.1
897,44,3,2.1,2023-02-05,6.300000000000001
852,41,2,9.52,2023-10-31,19.04
377,32,2,2.35,2023-08-09,4.7
933,33,3,9.5,2023-10-11,28.5
722,34,4,3.58,2023-03-25,14.32
149,42,4,3.68,2023-09-04,14.72
886,27,1,6.38,2023-01-09,6.38
260,49,4,3.52,2023-06-22,14.08
127,31,4,8.03,2023-09-27,32.12
811,25,2,8.13,2023-11-10,16.26
578,40,4,3.92,2023-03-01,15.68
533,45,2,3.27,2023-11-06,6.54
805,18,2,8.8,2023-08-11,17.6
325,18,2,8.8,2023-02-13,17.6
977,45,3,3.27,2023-06-04,9.81
113,34,3,3.58,2023-09-19,10.74
944,6,2,9.33,2023-12-26,18.66
651,47,3,2.43,2023-10-09,7.290000000000001
238,7,2,7.81,2023-03-25,15.62
361,40,3,3.92,2023-08-18,11.76
991,29,2,9.91,2023-01-20,19.82
860,21,1,3.98,2023-07-25,3.98
556,2,2,8.44,2023-06-28,16.88
64,18,4,8.8,2023-04-20,35.2
928,8,4,5.56,2023-08-10,22.24
917,37,3,7.58,2023-12-08,22.740000000000002
455,22,4,5.05,2023-04-07,20.2
266,41,3,9.52,2023-07-15,28.56
445,42,2,3.68,2023-07-11,7.36
604,42,3,3.68,2023-03-22,11.040000000000001
624,21,1,3.98,2023-12-22,3.98
420,11,4,6.24,2023-11-02,24.96
340,8,3,5.56,2023-03-09,16.68
845,9,1,10.0,2023-07-15,10.0
275,50,2,7.57,2023-07-20,15.14
370,22,3,5.05,2023-06-10,15.149999999999999
843,23,1,9.75,2023-04-17,9.75
227,16,2,2.77,2023-12-22,5.54
226,26,2,2.12,2023-07-04,4.24
940,43,4,2.36,2023-11-10,9.44
644,34,3,3.58,2023-05-26,10.74
909,36,4,8.82,2023-10-11,35.28
229,39,1,6.7,2023-11-16,6.7
827,31,3,8.03,2023-03-02,24.089999999999996
898,45,2,3.27,2023-10-04,6.54
370,42,2,3.68,2023-03-02,7.36
129,14,1,3.63,2023-11-06,3.63
808,23,4,9.75,2023-01-15,39.0
25,36,4,8.82,2023-08-24,35.28
699,10,4,2.62,2023-05-31,10.48
293,45,3,3.27,2023-01-02,9.81
356,28,1,8.47,2023-01-30,8.47
838,31,1,8.03,2023-04-29,8.03
135,13,3,2.86,2023-06-07,8.58
4,15,1,6.55,2023-02-12,6.55
227,35,4,5.0,2023-02-11,20.0
890,35,3,5.0,2023-03-22,15.0
681,13,4,2.86,2023-12-10,11.44
445,42,3,3.68,2023-11-10,11.040000000000001
418,49,1,3.52,2023-03-21,3.52
285,34,1,3.58,2023-12-30,3.58
837,12,1,3.08,2023-03-16,3.08
27,28,4,8.47,2023-11-28,33.88
737,23,4,9.75,2023-05-05,39.0
249,37,2,7.58,2023-05-23,15.16
366,43,4,2.36,2023-08-06,9.44
948,3,2,9.48,2023-03-19,18.96
202,27,3,6.38,2023-06-29,19.14
438,3,1,9.48,2023-01-05,9.48
198,1,4,2.48,2023-04-09,9.92
930,16,1,2.77,2023-11-16,2.77
648,21,1,3.98,2023-11-19,3.98
638,50,2,7.57,2023-01-22,15.14
607,44,1,2.1,2023-10-28,2.1
73,26,3,2.12,2023-02-22,6.36
247,16,2,2.77,2023-04-21,5.54
853,25,2,8.13,2023-12-05,16.26
136,4,3,8.99,2023-09-01,26.97
708,9,4,10.0,2023-01-10,40.0
214,46,2,7.83,2023-11-02,15.66
476,21,3,3.98,2023-07-05,11.94
621,4,4,8.99,2023-12-18,35.96
324,48,3,2.48,2023-01-20,7.4399999999999995
103,47,2,2.43,2023-04-04,4.86
853,20,1,5.97,2023-08-02,5.97
